Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,LOG,Arena,Notes
"Fri, Apr 8, 2022",7:30p,Cleveland Cavaliers,107,Brooklyn Nets,118,Box Score,,"18,169",2:15,Barclays Center,
"Fri, Apr 8, 2022",7:30p,Houston Rockets,115,Toronto Raptors,117,Box Score,,"19,800",2:05,Scotiabank Arena,
"Fri, Apr 8, 2022",8:00p,Charlotte Hornets,133,Chicago Bulls,117,Box Score,,"21,461",2:02,United Center,
"Fri, Apr 8, 2022",8:00p,Atlanta Hawks,109,Miami Heat,113,Box Score,,"19,993",2:11,FTX Arena,
"Fri, Apr 8, 2022",8:30p,Portland Trail Blazers,78,Dallas Mavericks,128,Box Score,,"20,174",2:07,American Airlines Center,
"Fri, Apr 8, 2022",9:30p,Phoenix Suns,111,Utah Jazz,105,Box Score,,"18,306",2:19,Vivint Smart Home Arena,
"Fri, Apr 8, 2022",10:30p,Oklahoma City Thunder,101,Los Angeles Lakers,120,Box Score,,"18,997",2:08,Crypto.com Arena,
"Sat, Apr 9, 2022",1:00p,Indiana Pacers,120,Philadelphia 76ers,133,Box Score,,"21,171",2:19,Wells Fargo Center,
"Sat, Apr 9, 2022",6:00p,New Orleans Pelicans,114,Memphis Grizzlies,141,Box Score,,"17,207",2:11,FedEx Forum,
"Sat, Apr 9, 2022",8:30p,Golden State Warriors,100,San Antonio Spurs,94,Box Score,,"18,627",2:16,AT&T Center,
"Sat, Apr 9, 2022",9:30p,Sacramento Kings,98,Los Angeles Clippers,117,Box Score,,"17,568",2:09,Crypto.com Arena,
"Sun, Apr 10, 2022",3:30p,Indiana Pacers,126,Brooklyn Nets,134,Box Score,,"17,967",2:17,Barclays Center,
"Sun, Apr 10, 2022",3:30p,Washington Wizards,108,Charlotte Hornets,124,Box Score,,"18,465",2:10,Spectrum Center,
"Sun, Apr 10, 2022",3:30p,Milwaukee Bucks,115,Cleveland Cavaliers,133,Box Score,,"19,432",2:06,Rocket Mortgage Fieldhouse,
"Sun, Apr 10, 2022",3:30p,Atlanta Hawks,130,Houston Rockets,114,Box Score,,"18,055",2:11,Toyota Center,
"Sun, Apr 10, 2022",7:00p,Boston Celtics,139,Memphis Grizzlies,110,Box Score,,"17,441",2:08,FedEx Forum,
"Sun, Apr 10, 2022",7:00p,Toronto Raptors,94,New York Knicks,105,Box Score,,"19,812",2:01,Madison Square Garden (IV),
"Sun, Apr 10, 2022",7:00p,Miami Heat,111,Orlando Magic,125,Box Score,,"19,253",1:56,Amway Center,
"Sun, Apr 10, 2022",7:00p,Detroit Pistons,106,Philadelphia 76ers,118,Box Score,,"21,459",2:09,Wells Fargo Center,
"Sun, Apr 10, 2022",8:30p,Chicago Bulls,124,Minnesota Timberwolves,120,Box Score,,"17,136",2:22,Target Center,
"Sun, Apr 10, 2022",9:30p,San Antonio Spurs,120,Dallas Mavericks,130,Box Score,,"20,270",2:02,American Airlines Center,
"Sun, Apr 10, 2022",9:30p,Los Angeles Lakers,146,Denver Nuggets,141,Box Score,OT,"19,520",2:49,Ball Arena,
"Sun, Apr 10, 2022",9:30p,Oklahoma City Thunder,88,Los Angeles Clippers,138,Box Score,,"18,210",1:54,Crypto.com Arena,
"Sun, Apr 10, 2022",9:30p,Golden State Warriors,128,New Orleans Pelicans,107,Box Score,,"16,595",2:07,Smoothie King Center,
"Sun, Apr 10, 2022",9:30p,Sacramento Kings,116,Phoenix Suns,109,Box Score,,"17,071",2:16,Phoenix Suns Arena,
"Sun, Apr 10, 2022",9:30p,Utah Jazz,111,Portland Trail Blazers,80,Box Score,,"18,123",2:19,Moda Center,
"Tue, Apr 12, 2022",7:00p,Cleveland Cavaliers,108,Brooklyn Nets,115,Box Score,,"17,732",2:23,Barclays Center,Play-In Game
"Tue, Apr 12, 2022",9:30p,Los Angeles Clippers,104,Minnesota Timberwolves,109,Box Score,,"17,136",2:47,Target Center,Play-In Game
"Wed, Apr 13, 2022",7:00p,Charlotte Hornets,103,Atlanta Hawks,132,Box Score,,"18,137",2:20,State Farm Arena,Play-In Game
"Wed, Apr 13, 2022",9:30p,San Antonio Spurs,103,New Orleans Pelicans,113,Box Score,,"18,610",2:17,Smoothie King Center,Play-In Game
"Fri, Apr 15, 2022",7:30p,Atlanta Hawks,107,Cleveland Cavaliers,101,Box Score,,"19,432",2:29,Rocket Mortgage Fieldhouse,Play-In Game
"Fri, Apr 15, 2022",10:00p,New Orleans Pelicans,105,Los Angeles Clippers,101,Box Score,,"19,068",2:35,Crypto.com Arena,Play-In Game
"Sat, Apr 16, 2022",1:00p,Utah Jazz,99,Dallas Mavericks,93,Box Score,,"20,013",2:29,American Airlines Center,
"Sat, Apr 16, 2022",3:30p,Minnesota Timberwolves,130,Memphis Grizzlies,117,Box Score,,"17,794",2:48,FedEx Forum,
"Sat, Apr 16, 2022",6:00p,Toronto Raptors,111,Philadelphia 76ers,131,Box Score,,"20,610",2:26,Wells Fargo Center,
"Sat, Apr 16, 2022",8:30p,Denver Nuggets,107,Golden State Warriors,123,Box Score,,"18,064",2:24,Chase Center,
"Sun, Apr 17, 2022",1:00p,Atlanta Hawks,91,Miami Heat,115,Box Score,,"19,514",2:16,FTX Arena,
"Sun, Apr 17, 2022",3:30p,Brooklyn Nets,114,Boston Celtics,115,Box Score,,"19,156",2:24,TD Garden,
"Sun, Apr 17, 2022",6:30p,Chicago Bulls,86,Milwaukee Bucks,93,Box Score,,"17,717",2:22,Fiserv Forum,
"Sun, Apr 17, 2022",9:00p,New Orleans Pelicans,99,Phoenix Suns,110,Box Score,,"17,071",2:24,Phoenix Suns Arena,
"Mon, Apr 18, 2022",7:30p,Toronto Raptors,97,Philadelphia 76ers,112,Box Score,,"20,974",2:23,Wells Fargo Center,
"Mon, Apr 18, 2022",8:30p,Utah Jazz,104,Dallas Mavericks,110,Box Score,,"20,113",2:15,American Airlines Center,
"Mon, Apr 18, 2022",10:00p,Denver Nuggets,106,Golden State Warriors,126,Box Score,,"18,064",2:29,Chase Center,
"Tue, Apr 19, 2022",7:30p,Atlanta Hawks,105,Miami Heat,115,Box Score,,"19,950",2:30,FTX Arena,
"Tue, Apr 19, 2022",8:30p,Minnesota Timberwolves,96,Memphis Grizzlies,124,Box Score,,"17,794",2:27,FedEx Forum,
"Tue, Apr 19, 2022",10:00p,New Orleans Pelicans,125,Phoenix Suns,114,Box Score,,"17,071",2:17,Phoenix Suns Arena,
"Wed, Apr 20, 2022",7:00p,Brooklyn Nets,107,Boston Celtics,114,Box Score,,"19,156",2:35,TD Garden,
"Wed, Apr 20, 2022",8:00p,Philadelphia 76ers,104,Toronto Raptors,101,Box Score,OT,"19,800",2:37,Scotiabank Arena,
"Wed, Apr 20, 2022",9:30p,Chicago Bulls,114,Milwaukee Bucks,110,Box Score,,"17,688",2:34,Fiserv Forum,
"Thu, Apr 21, 2022",7:30p,Memphis Grizzlies,104,Minnesota Timberwolves,95,Box Score,,"19,634",2:30,Target Center,
"Thu, Apr 21, 2022",9:00p,Dallas Mavericks,126,Utah Jazz,118,Box Score,,"18,306",2:37,Vivint Smart Home Arena,
"Thu, Apr 21, 2022",10:00p,Golden State Warriors,118,Denver Nuggets,113,Box Score,,"19,627",2:33,Ball Arena,
"Fri, Apr 22, 2022",7:45p,Miami Heat,110,Atlanta Hawks,111,Box Score,,"18,421",2:24,State Farm Arena,
"Fri, Apr 22, 2022",8:30p,Milwaukee Bucks,111,Chicago Bulls,81,Box Score,,"22,667",2:05,United Center,
"Fri, Apr 22, 2022",10:00p,Phoenix Suns,114,New Orleans Pelicans,111,Box Score,,"18,962",2:38,Smoothie King Center,
"Sat, Apr 23, 2022",2:00p,Philadelphia 76ers,102,Toronto Raptors,110,Box Score,,"19,800",2:28,Scotiabank Arena,
"Sat, Apr 23, 2022",4:30p,Dallas Mavericks,99,Utah Jazz,100,Box Score,,"18,306",2:40,Vivint Smart Home Arena,
"Sat, Apr 23, 2022",7:30p,Boston Celtics,109,Brooklyn Nets,103,Box Score,,"18,175",2:17,Barclays Center,
"Sat, Apr 23, 2022",10:00p,Memphis Grizzlies,118,Minnesota Timberwolves,119,Box Score,,"19,832",2:57,Target Center,
"Sun, Apr 24, 2022",1:00p,Milwaukee Bucks,119,Chicago Bulls,95,Box Score,,"22,020",2:22,United Center,
"Sun, Apr 24, 2022",3:30p,Golden State Warriors,121,Denver Nuggets,126,Box Score,,"19,628",2:46,Ball Arena,
"Sun, Apr 24, 2022",7:00p,Miami Heat,110,Atlanta Hawks,86,Box Score,,"18,951",2:21,State Farm Arena,
"Sun, Apr 24, 2022",9:30p,Phoenix Suns,103,New Orleans Pelicans,118,Box Score,,"18,962",2:32,Smoothie King Center,
"Mon, Apr 25, 2022",7:00p,Boston Celtics,116,Brooklyn Nets,112,Box Score,,"18,099",2:30,Barclays Center,
"Mon, Apr 25, 2022",8:00p,Toronto Raptors,103,Philadelphia 76ers,88,Box Score,,"20,517",2:13,Wells Fargo Center,
"Mon, Apr 25, 2022",9:30p,Utah Jazz,77,Dallas Mavericks,102,Box Score,,"20,577",2:20,American Airlines Center,
"Tue, Apr 26, 2022",7:00p,Atlanta Hawks,94,Miami Heat,97,Box Score,,"19,553",2:45,FTX Arena,
"Tue, Apr 26, 2022",7:30p,Minnesota Timberwolves,109,Memphis Grizzlies,111,Box Score,,"17,794",2:45,FedEx Forum,
"Tue, Apr 26, 2022",10:00p,New Orleans Pelicans,97,Phoenix Suns,112,Box Score,,"17,071",2:25,Phoenix Suns Arena,
"Wed, Apr 27, 2022",7:30p,Chicago Bulls,100,Milwaukee Bucks,116,Box Score,,"17,506",2:17,Fiserv Forum,
"Wed, Apr 27, 2022",10:00p,Denver Nuggets,98,Golden State Warriors,102,Box Score,,"18,064",2:26,Chase Center,
"Thu, Apr 28, 2022",7:00p,Philadelphia 76ers,132,Toronto Raptors,97,Box Score,,"19,800",2:27,Scotiabank Arena,
"Thu, Apr 28, 2022",7:30p,Phoenix Suns,115,New Orleans Pelicans,109,Box Score,,"18,710",2:23,Smoothie King Center,
"Thu, Apr 28, 2022",10:00p,Dallas Mavericks,98,Utah Jazz,96,Box Score,,"18,306",2:14,Vivint Smart Home Arena,
"Fri, Apr 29, 2022",9:00p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"20,323",2:32,Target Center,
"Sun, May 1, 2022",1:00p,Milwaukee Bucks,101,Boston Celtics,89,Box Score,,"19,156",2:28,TD Garden,
"Sun, May 1, 2022",3:30p,Golden State Warriors,117,Memphis Grizzlies,116,Box Score,,"17,794",2:40,FedEx Forum,
"Mon, May 2, 2022",7:30p,Philadelphia 76ers,92,Miami Heat,106,Box Score,,"19,620",2:18,FTX Arena,
"Mon, May 2, 2022",10:00p,Dallas Mavericks,114,Phoenix Suns,121,Box Score,,"17,071",2:24,Phoenix Suns Arena,
"Tue, May 3, 2022",7:00p,Milwaukee Bucks,86,Boston Celtics,109,Box Score,,"19,156",2:31,TD Garden,
"Tue, May 3, 2022",9:30p,Golden State Warriors,101,Memphis Grizzlies,106,Box Score,,"17,794",2:32,FedEx Forum,
"Wed, May 4, 2022",7:30p,Philadelphia 76ers,103,Miami Heat,119,Box Score,,"19,759",2:27,FTX Arena,
"Wed, May 4, 2022",10:00p,Dallas Mavericks,109,Phoenix Suns,129,Box Score,,"17,071",2:24,Phoenix Suns Arena,
"Fri, May 6, 2022",7:00p,Miami Heat,79,Philadelphia 76ers,99,Box Score,,"21,033",2:26,Wells Fargo Center,
"Fri, May 6, 2022",9:30p,Phoenix Suns,94,Dallas Mavericks,103,Box Score,,"20,777",2:12,American Airlines Center,
"Sat, May 7, 2022",3:30p,Boston Celtics,101,Milwaukee Bucks,103,Box Score,,"17,736",2:34,Fiserv Forum,
"Sat, May 7, 2022",8:30p,Memphis Grizzlies,112,Golden State Warriors,142,Box Score,,"18,064",2:22,Chase Center,
"Sun, May 8, 2022",3:30p,Phoenix Suns,101,Dallas Mavericks,111,Box Score,,"20,610",2:22,American Airlines Center,
"Sun, May 8, 2022",8:00p,Miami Heat,108,Philadelphia 76ers,116,Box Score,,"21,194",2:34,Wells Fargo Center,
"Mon, May 9, 2022",7:30p,Boston Celtics,116,Milwaukee Bucks,108,Box Score,,"17,505",2:33,Fiserv Forum,
"Mon, May 9, 2022",10:00p,Memphis Grizzlies,98,Golden State Warriors,101,Box Score,,"18,064",2:21,Chase Center,
"Tue, May 10, 2022",7:30p,Philadelphia 76ers,85,Miami Heat,120,Box Score,,"19,868",2:16,FTX Arena,
"Tue, May 10, 2022",10:00p,Dallas Mavericks,80,Phoenix Suns,110,Box Score,,"17,071",2:19,Phoenix Suns Arena,
"Wed, May 11, 2022",7:00p,Milwaukee Bucks,110,Boston Celtics,107,Box Score,,"19,156",2:31,TD Garden,
"Wed, May 11, 2022",9:30p,Golden State Warriors,95,Memphis Grizzlies,134,Box Score,,"17,794",2:14,FedEx Forum,
"Thu, May 12, 2022",7:00p,Miami Heat,99,Philadelphia 76ers,90,Box Score,,"21,082",2:16,Wells Fargo Center,
"Thu, May 12, 2022",9:30p,Phoenix Suns,86,Dallas Mavericks,113,Box Score,,"20,777",2:23,American Airlines Center,
"Fri, May 13, 2022",7:30p,Boston Celtics,108,Milwaukee Bucks,95,Box Score,,"17,681",2:27,Fiserv Forum,
"Fri, May 13, 2022",10:00p,Memphis Grizzlies,96,Golden State Warriors,110,Box Score,,"18,064",2:17,Chase Center,
"Sun, May 15, 2022",3:30p,Milwaukee Bucks,81,Boston Celtics,109,Box Score,,"19,156",2:27,TD Garden,
"Sun, May 15, 2022",8:00p,Dallas Mavericks,123,Phoenix Suns,90,Box Score,,"17,071",2:07,Phoenix Suns Arena,
"Tue, May 17, 2022",8:30p,Boston Celtics,107,Miami Heat,118,Box Score,,"19,774",2:39,FTX Arena,
"Wed, May 18, 2022",9:00p,Dallas Mavericks,87,Golden State Warriors,112,Box Score,,"18,064",2:15,Chase Center,
"Thu, May 19, 2022",8:30p,Boston Celtics,127,Miami Heat,102,Box Score,,"20,100",2:16,FTX Arena,
"Fri, May 20, 2022",9:00p,Dallas Mavericks,117,Golden State Warriors,126,Box Score,,"18,064",2:33,Chase Center,
"Sat, May 21, 2022",8:30p,Miami Heat,109,Boston Celtics,103,Box Score,,"19,156",2:37,TD Garden,
"Sun, May 22, 2022",9:00p,Golden State Warriors,109,Dallas Mavericks,100,Box Score,,"20,813",2:34,American Airlines Center,
"Mon, May 23, 2022",8:30p,Miami Heat,82,Boston Celtics,102,Box Score,,"19,156",2:20,TD Garden,
"Tue, May 24, 2022",9:00p,Golden State Warriors,109,Dallas Mavericks,119,Box Score,,"20,810",2:32,American Airlines Center,
"Wed, May 25, 2022",8:30p,Boston Celtics,93,Miami Heat,80,Box Score,,"19,819",2:20,FTX Arena,
"Thu, May 26, 2022",9:00p,Dallas Mavericks,110,Golden State Warriors,120,Box Score,,"18,064",2:17,Chase Center,
"Fri, May 27, 2022",8:30p,Miami Heat,111,Boston Celtics,103,Box Score,,"19,156",2:41,TD Garden,
"Sun, May 29, 2022",8:30p,Boston Celtics,100,Miami Heat,96,Box Score,,"20,200",2:30,FTX Arena,
"Thu, Jun 2, 2022",9:00p,Boston Celtics,120,Golden State Warriors,108,Box Score,,"18,064",2:19,Chase Center,
"Sun, Jun 5, 2022",8:00p,Boston Celtics,88,Golden State Warriors,107,Box Score,,"18,064",2:28,Chase Center,
"Wed, Jun 8, 2022",9:00p,Golden State Warriors,100,Boston Celtics,116,Box Score,,"19,156",2:26,TD Garden,
"Fri, Jun 10, 2022",9:00p,Golden State Warriors,107,Boston Celtics,97,Box Score,,"19,156",2:21,TD Garden,
"Mon, Jun 13, 2022",9:00p,Boston Celtics,94,Golden State Warriors,104,Box Score,,"18,064",2:27,Chase Center,
"Thu, Jun 16, 2022",9:00p,Golden State Warriors,103,Boston Celtics,90,Box Score,,"19,156",2:20,TD Garden,
"Tue, Oct 18, 2022",7:30p,Philadelphia 76ers,117,Boston Celtics,126,Box Score,,"19,156",2:31,TD Garden,
"Tue, Oct 18, 2022",10:00p,Los Angeles Lakers,109,Golden State Warriors,123,Box Score,,"18,064",2:33,Chase Center,
"Wed, Oct 19, 2022",7:00p,Orlando Magic,109,Detroit Pistons,113,Box Score,,"20,190",2:16,Little Caesars Arena,
"Wed, Oct 19, 2022",7:00p,Washington Wizards,114,Indiana Pacers,107,Box Score,,"15,027",2:22,Gainbridge Fieldhouse,
"Wed, Oct 19, 2022",7:30p,Houston Rockets,107,Atlanta Hawks,117,Box Score,,"17,878",2:05,State Farm Arena,
"Wed, Oct 19, 2022",7:30p,New Orleans Pelicans,130,Brooklyn Nets,108,Box Score,,"18,003",2:14,Barclays Center,
"Wed, Oct 19, 2022",7:30p,New York Knicks,112,Memphis Grizzlies,115,Box Score,OT,"18,202",2:36,FedEx Forum,
"Wed, Oct 19, 2022",7:30p,Chicago Bulls,116,Miami Heat,108,Box Score,,"19,600",2:20,Kaseya Center,
"Wed, Oct 19, 2022",7:30p,Cleveland Cavaliers,105,Toronto Raptors,108,Box Score,,"19,800",2:19,Scotiabank Arena,
"Wed, Oct 19, 2022",8:00p,Oklahoma City Thunder,108,Minnesota Timberwolves,115,Box Score,,"17,136",2:21,Target Center,
"Wed, Oct 19, 2022",8:00p,Charlotte Hornets,129,San Antonio Spurs,102,Box Score,,"16,236",2:07,AT&T Center,
"Wed, Oct 19, 2022",9:00p,Denver Nuggets,102,Utah Jazz,123,Box Score,,"18,206",2:15,Vivint Arena,
"Wed, Oct 19, 2022",10:00p,Dallas Mavericks,105,Phoenix Suns,107,Box Score,,"17,071",2:26,Footprint Center,
"Wed, Oct 19, 2022",10:00p,Portland Trail Blazers,115,Sacramento Kings,108,Box Score,,"17,611",2:24,Golden 1 Center,
"Thu, Oct 20, 2022",7:30p,Milwaukee Bucks,90,Philadelphia 76ers,88,Box Score,,"20,060",2:19,Wells Fargo Center,
"Thu, Oct 20, 2022",10:00p,Los Angeles Clippers,103,Los Angeles Lakers,97,Box Score,,"18,997",2:30,Crypto.com Arena,
"Fri, Oct 21, 2022",7:00p,New Orleans Pelicans,124,Charlotte Hornets,112,Box Score,,"19,287",2:15,Spectrum Center,
"Fri, Oct 21, 2022",7:00p,San Antonio Spurs,137,Indiana Pacers,134,Box Score,,"12,073",2:30,Gainbridge Fieldhouse,
"Fri, Oct 21, 2022",7:00p,Chicago Bulls,100,Washington Wizards,102,Box Score,,"20,476",2:15,Capital One Arena,
"Fri, Oct 21, 2022",7:30p,Orlando Magic,98,Atlanta Hawks,108,Box Score,,"17,822",2:12,State Farm Arena,
"Fri, Oct 21, 2022",7:30p,Toronto Raptors,105,Brooklyn Nets,109,Box Score,,"17,732",2:15,Barclays Center,
"Fri, Oct 21, 2022",7:30p,Boston Celtics,111,Miami Heat,104,Box Score,,"19,600",2:10,Kaseya Center,
"Fri, Oct 21, 2022",7:30p,Detroit Pistons,106,New York Knicks,130,Box Score,,"19,812",2:12,Madison Square Garden (IV),
"Fri, Oct 21, 2022",8:00p,Memphis Grizzlies,129,Houston Rockets,122,Box Score,,"18,055",2:19,Toyota Center,
"Fri, Oct 21, 2022",8:00p,Utah Jazz,132,Minnesota Timberwolves,126,Box Score,OT,"17,136",2:37,Target Center,
"Fri, Oct 21, 2022",10:00p,Denver Nuggets,128,Golden State Warriors,123,Box Score,,"18,064",2:31,Chase Center,
"Fri, Oct 21, 2022",10:00p,Phoenix Suns,111,Portland Trail Blazers,113,Box Score,OT,"19,393",2:35,Moda Center,
"Sat, Oct 22, 2022",6:00p,San Antonio Spurs,114,Philadelphia 76ers,105,Box Score,,"19,822",2:15,Wells Fargo Center,
"Sat, Oct 22, 2022",7:00p,Detroit Pistons,115,Indiana Pacers,124,Box Score,,"16,056",2:26,Gainbridge Fieldhouse,
"Sat, Oct 22, 2022",7:00p,Boston Celtics,126,Orlando Magic,120,Box Score,,"19,299",2:24,Amway Center,
"Sat, Oct 22, 2022",8:00p,Cleveland Cavaliers,128,Chicago Bulls,96,Box Score,,"21,089",2:11,United Center,
"Sat, Oct 22, 2022",8:00p,Toronto Raptors,109,Miami Heat,112,Box Score,,"19,600",2:29,Kaseya Center,
"Sat, Oct 22, 2022",8:00p,Houston Rockets,105,Milwaukee Bucks,125,Box Score,,"17,341",2:11,Fiserv Forum,
"Sat, Oct 22, 2022",8:30p,Memphis Grizzlies,96,Dallas Mavericks,137,Box Score,,"20,377",2:18,American Airlines Center,
"Sat, Oct 22, 2022",9:00p,Oklahoma City Thunder,117,Denver Nuggets,122,Box Score,,"19,983",2:19,Ball Arena,
"Sat, Oct 22, 2022",10:00p,Los Angeles Clippers,111,Sacramento Kings,109,Box Score,,"16,296",2:27,Golden 1 Center,
"Sun, Oct 23, 2022",3:30p,Portland Trail Blazers,106,Los Angeles Lakers,104,Box Score,,"18,997",2:28,Crypto.com Arena,
"Sun, Oct 23, 2022",5:00p,Charlotte Hornets,126,Atlanta Hawks,109,Box Score,,"17,383",2:20,State Farm Arena,
"Sun, Oct 23, 2022",7:00p,Washington Wizards,107,Cleveland Cavaliers,117,Box Score,OT,"19,432",2:34,Rocket Mortgage Fieldhouse,
"Sun, Oct 23, 2022",7:00p,Utah Jazz,122,New Orleans Pelicans,121,Box Score,OT,"18,665",2:31,Smoothie King Center,
"Sun, Oct 23, 2022",8:00p,Minnesota Timberwolves,116,Oklahoma City Thunder,106,Box Score,,"15,044",2:09,Paycom Center,
"Sun, Oct 23, 2022",8:30p,Sacramento Kings,125,Golden State Warriors,130,Box Score,,"18,064",2:24,Chase Center,
"Sun, Oct 23, 2022",10:00p,Phoenix Suns,112,Los Angeles Clippers,95,Box Score,,"19,068",2:06,Crypto.com Arena,
"Mon, Oct 24, 2022",7:00p,Indiana Pacers,106,Philadelphia 76ers,120,Box Score,,"19,786",2:16,Wells Fargo Center,
"Mon, Oct 24, 2022",7:30p,Toronto Raptors,98,Miami Heat,90,Box Score,,"19,600",2:13,Kaseya Center,
"Mon, Oct 24, 2022",7:30p,Orlando Magic,102,New York Knicks,115,Box Score,,"18,800",2:13,Madison Square Garden (IV),
"Mon, Oct 24, 2022",8:00p,Boston Celtics,102,Chicago Bulls,120,Box Score,,"17,673",2:08,United Center,
"Mon, Oct 24, 2022",8:00p,Utah Jazz,108,Houston Rockets,114,Box Score,,"16,260",2:14,Toyota Center,
"Mon, Oct 24, 2022",8:00p,Brooklyn Nets,124,Memphis Grizzlies,134,Box Score,,"17,392",2:19,FedEx Forum,
"Mon, Oct 24, 2022",8:00p,San Antonio Spurs,115,Minnesota Timberwolves,106,Box Score,,"15,347",2:11,Target Center,
"Mon, Oct 24, 2022",10:00p,Denver Nuggets,110,Portland Trail Blazers,135,Box Score,,"18,111",2:11,Moda Center,
"Tue, Oct 25, 2022",7:00p,Detroit Pistons,99,Washington Wizards,120,Box Score,,"13,196",2:13,Capital One Arena,
"Tue, Oct 25, 2022",7:30p,Dallas Mavericks,111,New Orleans Pelicans,113,Box Score,,"14,020",2:17,Smoothie King Center,
"Tue, Oct 25, 2022",8:00p,Los Angeles Clippers,94,Oklahoma City Thunder,108,Box Score,,"13,105",2:05,Paycom Center,
"Tue, Oct 25, 2022",10:00p,Golden State Warriors,105,Phoenix Suns,134,Box Score,,"17,071",2:23,Footprint Center,
"Wed, Oct 26, 2022",7:00p,Orlando Magic,92,Cleveland Cavaliers,103,Box Score,,0,2:26,Rocket Mortgage Fieldhouse,
"Wed, Oct 26, 2022",7:00p,Atlanta Hawks,118,Detroit Pistons,113,Box Score,,"17,987",2:19,Little Caesars Arena,
"Wed, Oct 26, 2022",7:30p,Brooklyn Nets,99,Milwaukee Bucks,110,Box Score,,"17,341",2:31,Fiserv Forum,
"Wed, Oct 26, 2022",7:30p,Charlotte Hornets,131,New York Knicks,134,Box Score,OT,"19,812",2:45,Madison Square Garden (IV),
"Wed, Oct 26, 2022",7:30p,Philadelphia 76ers,109,Toronto Raptors,119,Box Score,,"19,800",2:02,Scotiabank Arena,
"Wed, Oct 26, 2022",8:00p,Indiana Pacers,109,Chicago Bulls,124,Box Score,,"18,306",2:26,United Center,
"Wed, Oct 26, 2022",8:00p,San Antonio Spurs,122,Minnesota Timberwolves,134,Box Score,,"16,165",2:05,Target Center,
"Wed, Oct 26, 2022",9:00p,Houston Rockets,101,Utah Jazz,109,Box Score,,"18,206",2:20,Vivint Arena,
"Wed, Oct 26, 2022",10:00p,Los Angeles Lakers,99,Denver Nuggets,110,Box Score,,"19,520",2:12,Ball Arena,
"Wed, Oct 26, 2022",10:00p,Miami Heat,119,Portland Trail Blazers,98,Box Score,,"18,588",2:03,Moda Center,
"Thu, Oct 27, 2022",7:30p,Dallas Mavericks,129,Brooklyn Nets,125,Box Score,OT,"18,039",2:42,Barclays Center,
"Thu, Oct 27, 2022",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,118,Box Score,,"14,510",2:05,Paycom Center,
"Thu, Oct 27, 2022",10:00p,Miami Heat,110,Golden State Warriors,123,Box Score,,"18,064",2:04,Chase Center,
"Thu, Oct 27, 2022",10:00p,Memphis Grizzlies,125,Sacramento Kings,110,Box Score,,"15,511",2:08,Golden 1 Center,
"Fri, Oct 28, 2022",7:00p,Atlanta Hawks,136,Detroit Pistons,112,Box Score,,"18,923",2:11,Little Caesars Arena,
"Fri, Oct 28, 2022",7:00p,Charlotte Hornets,93,Orlando Magic,113,Box Score,,"18,846",2:08,Amway Center,
"Fri, Oct 28, 2022",7:30p,Cleveland Cavaliers,132,Boston Celtics,123,Box Score,OT,"19,156",2:42,TD Garden,
"Fri, Oct 28, 2022",7:30p,Philadelphia 76ers,112,Toronto Raptors,90,Box Score,,"19,800",2:05,Scotiabank Arena,
"Fri, Oct 28, 2022",7:30p,Indiana Pacers,127,Washington Wizards,117,Box Score,,"13,463",2:25,Capital One Arena,
"Fri, Oct 28, 2022",8:00p,New York Knicks,108,Milwaukee Bucks,119,Box Score,,"17,341",2:25,Fiserv Forum,
"Fri, Oct 28, 2022",8:00p,Los Angeles Lakers,102,Minnesota Timberwolves,111,Box Score,,"17,136",2:28,Target Center,
"Fri, Oct 28, 2022",8:30p,Chicago Bulls,124,San Antonio Spurs,129,Box Score,,"16,562",2:17,AT&T Center,
"Fri, Oct 28, 2022",9:00p,Utah Jazz,101,Denver Nuggets,117,Box Score,,"19,560",2:07,Ball Arena,
"Fri, Oct 28, 2022",10:00p,New Orleans Pelicans,111,Phoenix Suns,124,Box Score,,"17,071",2:13,Footprint Center,
"Fri, Oct 28, 2022",10:00p,Houston Rockets,111,Portland Trail Blazers,125,Box Score,,"19,082",2:11,Moda Center,
"Sat, Oct 29, 2022",6:00p,Miami Heat,113,Sacramento Kings,119,Box Score,,"14,618",2:31,Golden 1 Center,
"Sat, Oct 29, 2022",7:00p,Golden State Warriors,113,Charlotte Hornets,120,Box Score,OT,"19,079",2:26,Spectrum Center,
"Sat, Oct 29, 2022",7:30p,Indiana Pacers,125,Brooklyn Nets,116,Box Score,,"17,732",2:14,Barclays Center,
"Sat, Oct 29, 2022",8:00p,Philadelphia 76ers,114,Chicago Bulls,109,Box Score,,"19,010",2:25,United Center,
"Sat, Oct 29, 2022",8:00p,Atlanta Hawks,115,Milwaukee Bucks,123,Box Score,,"17,341",2:15,Fiserv Forum,
"Sat, Oct 29, 2022",9:00p,Oklahoma City Thunder,117,Dallas Mavericks,111,Box Score,OT,"20,307",2:38,American Airlines Center,
